gene,log2FC,t,p,q
APOA1,-1.799301767581251,-5.541862371959967,1.0245740682091757e-06,8.244039264268328e-05
POLR2C,-0.7302060026044765,-5.550380457715817,1.0706830445046083e-06,8.546769175627563e-05
MT-CO3,0.7414515291078789,5.327482033251752,1.0764552052045727e-06,8.546769175627563e-05
CALD1,1.442549940528845,5.328667273041747,1.1248234088180748e-06,8.872044637052566e-05
BCAT2,-0.7185493826401563,-5.407932238863175,1.1857916752907683e-06,9.29180156539936e-05
PAM,0.7127093014933346,5.309838521213713,1.3816716231943046e-06,0.00010730056474795591
CLIP4,1.2465030405538786,5.259732015058737,1.3872372621514026e-06,0.00010730056474795591
MICAL2,0.8881903199586132,5.384786821350693,1.4887126013908813e-06,0.00011441138062868767
HSPG2,0.7652067191729461,5.272837057377498,1.5122044477661898e-06,0.00011547655493164873
ST8SIA4,1.7691263414331315,5.333203283102044,1.528914618831761e-06,0.00011601365420996191
TMEM134,0.3504150674844011,5.259583609373486,1.572991150419766e-06,0.00011809910535211348
PRKACB,1.417207355907616,5.33207300567437,1.5760994958994207e-06,0.00011809910535211348
ERP29,-0.35488767769385365,-5.330781351108954,1.6897225900003506e-06,0.00012582660951251056
CLU,1.2009174916602587,5.203506044810154,1.7286232945410227e-06,0.0001279287943101995
PTK7,0.5722083048827313,5.3137000057614845,1.757007466998686e-06,0.0001292316719131733
MUC20,1.3841639552689071,5.222864270119851,1.8024197762363765e-06,0.00013176347986157267
AQP5,1.8996948450767475,5.258699843871046,1.859181822737933e-06,0.00013508927801700047
STK32A,1.510736949301641,5.230043907816662,1.8826388233803816e-06,0.00013596961959944215
TMSB4X,0.7692241181307491,5.186414512706458,1.950844474065535e-06,0.00013964347044087018
MT-CO1,0.5086295675698338,5.19215016636342,1.95680232163368e-06,0.00013964347044087018
NPDC1,1.4673686510850876,5.3557439938209495,1.9902806956722686e-06,0.00014119216130422977
INAVA,1.220399300302764,5.226450796281924,2.1008758491766072e-06,0.00014732196254388052
PON2,0.6762141551739678,5.2040397613336005,2.105024402406044e-06,0.00014732196254388052
HLA-DMA,0.48141911653900227,5.17919490183112,2.1135522193300066e-06,0.00014732196254388052
