gene,log2FC,t,p,q
MTURN,-1.356541003426897,-4.754870918015932,1.3125632015941676e-05,0.0007203585498203627
CYTL1,1.7762453227774486,4.699156953658475,1.35421688136066e-05,0.0007390914422116641
RPS6,0.6842464624603402,4.76132430895028,1.3589390439869922e-05,0.0007390914422116641
HNRNPA1,0.49714304679906896,4.709098839237153,1.5423961454536274e-05,0.0008351072224308116
SULT1A1,-1.879003492650627,-4.8349869785403286,1.5719902933960778e-05,0.0008473308393957251
KIF19,1.399812494304087,4.734561996035939,1.579017547720477e-05,0.0008473359053856463
EFNB2,-0.8959866007027415,-4.6723564790578385,1.6023083581793754e-05,0.0008547754707062706
MTHFR,-0.8843212999431507,-4.718984721649748,1.6070401842829503e-05,0.0008547754707062706
CCDC71L,-1.2257284008360418,-4.707285689098965,1.6394988791833855e-05,0.0008682153275114122
INHBB,2.0230611859956165,4.656464910652648,1.646982815512289e-05,0.0008683698914626802
IL1RL1,-3.178086422348289,-4.6262862720896925,1.6606459448229157e-05,0.0008717669190344298
IL17RD,1.5247855757026623,4.71523890577844,1.6811080064738004e-05,0.0008786882281456565
MRPL32,0.5208605856293316,4.596478828627401,1.7668694198720295e-05,0.0009177104175759612
F11R,-0.784958787345782,-4.627867933317669,1.7709667657379408e-05,0.0009177104175759612
RPL3,0.6755691946517448,4.632557462843129,1.8601348780092034e-05,0.0009597977998753471
SHE,-0.7266293182015415,-4.599353326858751,1.9210816126340524e-05,0.0009870272081252574
MYO5A,1.614789372188636,4.603407325852674,1.9920174898112824e-05,0.0010191364055924333
HLA-E,-0.7421577816786975,-4.576489432527218,2.008182641692205e-05,0.0010230716124806616
SMAD6,-1.269667034771949,-4.660769847421168,2.0199334381432812e-05,0.0010247342996698309
SORBS3,-0.563745635656522,-4.673608318865519,2.0684784914531304e-05,0.0010444751675016382
RIMS1,-1.398217855801811,-4.557824913629406,2.0761474258770347e-05,0.0010444751675016382
GIMAP1,-0.9039602472287234,-4.59615353874394,2.135963582606991e-05,0.0010701088919666726
GADD45A,1.1051538163351644,4.5456047825262145,2.1504552470766736e-05,0.0010712210446839575
CCDC85B,0.4748973827149836,4.5650588124460905,2.1559277278300623e-05,0.0010712210446839575
IGFBP7,0.6853434878637685,4.540219837017105,2.1704230945964234e-05,0.0010726762808558404
RASGRP2,-1.5234482478308387,-4.576834566463227,2.1766248866132263e-05,0.0010726762808558404
NFIX,-0.8149786592847423,-4.595667682410119,2.1958002630145978e-05,0.0010777273323430185
OCLN,-1.3719300604649138,-4.677350480890608,2.2133019182410285e-05,0.0010819193263498857
TLR4,-0.738578684248937,-4.53011746941842,2.256839657427821e-05,0.0010987533074106254
SLC10A6,1.4591715093474773,4.556704252607424,2.303001959201588e-05,0.0011167247251164648
MTUS1,1.0628682647139103,4.598331428888842,2.3446057684908695e-05,0.0011287355360606955
SLC6A4,-2.6568397404121677,-4.633522817233733,2.346468606520081e-05,0.0011287355360606955
PRDM1,1.2032758661957095,4.519038895237881,2.3657643879713755e-05,0.0011297719703810725
BAX,0.53070894189056,4.531160801691435,2.367337324055088e-05,0.0011297719703810725
PLVAP,1.3107292597940177,4.574389946983207,2.411398467351975e-05,0.00114626870451999
TSHZ2,1.3557796249309924,4.5547460998154605,2.4259011818895688e-05,0.0011486404262797901
FLNC,1.558980293459308,4.518382162078307,2.484182374027202e-05,0.0011716413275001732
BNIP3,-0.5612701196775989,-4.531951216656593,2.4975321585756086e-05,0.0011733542133323695
POGLUT1,0.5019447734231308,4.530250092758206,2.5236193716933428e-05,0.0011810147400707527
