screen_id,gate_r2_logsize,n_sets_used,has_scores,before_rho2,before_r2_linear,source_id,C1_hypergeom_rho2,C1_hypergeom_top10,C1_hypergeom_r2_linear,C2_perm_z_rho2,C2_perm_z_top10,C2_perm_z_r2_linear,C3_camera_rho0_rho2,C3_camera_rho0_top10,C3_camera_rho0_r2_linear,C4_vif_rho01_rho2,C4_vif_rho01_top10,C4_vif_rho01_r2_linear,C4_vif_rho05_rho2,C4_vif_rho05_top10,C4_vif_rho05_r2_linear,C5_residual_rho2,C5_residual_top10,C5_residual_r2_linear
1880,0.0345,50,True,0.0056,0.037,34497417,0.0148,6,0.0059,0.0997,6,0.0002,0.0487,6,0.0303,0.0084,6,0.0052,0.0006,5,0.0,0.0662,9,0.0
1885,0.3146,50,True,0.3206,0.3298,34497417,0.008,7,0.0131,0.0004,7,0.0,0.0434,5,0.0547,0.0098,5,0.0074,0.0001,5,0.0011,0.0035,5,-0.0
189,0.2121,50,True,0.1103,0.1699,29083409,0.0638,8,0.0248,0.0766,8,0.0005,0.0841,9,0.0579,0.0357,9,0.0308,0.0138,9,0.0151,0.0106,8,0.0
190,0.2211,50,True,0.0968,0.1811,29083409,0.0712,9,0.0268,0.1097,9,0.001,0.1222,9,0.0712,0.067,9,0.042,0.0329,9,0.0238,0.0219,9,0.0
1900,0.6013,50,True,0.4391,0.5594,36002574,0.0,8,0.0111,0.0034,7,0.0006,0.018,2,0.0238,0.0012,1,0.0049,0.0026,1,0.0001,0.0095,6,0.0
1901,0.7052,50,True,0.4746,0.6411,36002574,0.002,5,0.0011,0.0005,4,0.0,0.0016,2,0.0005,0.0231,2,0.0141,0.0575,2,0.0586,0.0089,3,0.0
1902,0.7448,50,True,0.6679,0.7198,36002574,0.0065,7,0.0002,0.0,6,0.0014,0.1054,0,0.1085,0.1754,0,0.1997,0.2163,0,0.2895,0.0029,3,0.0
1903,0.6158,50,True,0.4637,0.5697,36002574,0.0055,4,0.0039,0.0001,4,0.0026,0.0019,2,0.0074,0.0094,1,0.0005,0.0286,1,0.0096,0.0233,2,0.0
1904,0.6284,50,True,0.6264,0.6269,36002574,0.0878,7,0.0191,0.0593,7,0.0094,0.0,2,0.0155,0.0115,2,0.0002,0.0321,2,0.0053,0.0005,4,0.0
1905,0.4562,50,True,0.5319,0.5215,36002574,0.0056,6,0.0032,0.0,5,0.0001,0.0113,2,0.0085,0.0004,2,0.0,0.0083,2,0.0044,0.0032,4,0.0
1909,0.688,50,True,0.5396,0.6767,35420441,0.061,5,0.0194,0.0754,4,0.0583,0.025,5,0.0369,0.0073,5,0.0022,0.0,3,0.0043,0.0222,4,-0.0
191,0.2441,50,True,0.1228,0.2017,29083409,0.0608,9,0.027,0.0975,9,0.0027,0.1088,9,0.0645,0.0648,9,0.0373,0.0273,9,0.0205,0.0187,9,0.0
192,0.2166,50,True,0.0844,0.1791,29083409,0.1511,9,0.0282,0.1653,9,0.0002,0.1799,9,0.0706,0.0966,9,0.0416,0.0397,9,0.0235,0.0328,9,0.0
193,0.2351,50,True,0.1318,0.2038,29083409,0.0916,9,0.024,0.1121,9,0.0006,0.152,9,0.0632,0.0739,9,0.0343,0.0383,9,0.0174,0.0202,9,-0.0
1932,0.3264,50,True,0.4258,0.3413,32268084,0.0005,5,0.0039,0.0119,5,0.0219,0.0905,2,0.0557,0.0443,2,0.02,0.0147,2,0.0046,0.0001,5,0.0
1933,0.0633,50,True,0.0304,0.0665,32268084,0.0009,9,0.0039,0.0352,7,0.002,0.0616,4,0.0574,0.0268,4,0.0257,0.0069,4,0.0094,0.0266,9,0.0
1934,0.072,50,True,0.0405,0.0601,32268084,0.0055,5,0.0097,0.0934,5,0.0108,0.0001,3,0.0073,0.0071,4,0.0008,0.0202,3,0.0002,0.0892,5,0.0
1935,0.0924,50,True,0.1403,0.0948,32268084,0.0474,8,0.0202,0.0029,8,0.0,0.0227,1,0.0021,0.0625,1,0.0002,0.0898,1,0.004,0.0002,8,-0.0
1938,0.7324,50,True,0.5247,0.6843,35439318,0.018,5,0.0221,0.033,5,0.0039,0.1048,5,0.0662,0.0315,5,0.0309,0.0125,5,0.0121,0.0071,5,0.0
1939,0.7655,50,True,0.5583,0.7403,35439318,0.0023,7,0.0176,0.008,6,0.002,0.055,4,0.058,0.0201,4,0.0222,0.0043,4,0.0061,0.0163,4,-0.0
194,0.2561,50,True,0.1341,0.2237,29083409,0.0838,9,0.0264,0.106,9,0.0019,0.1271,9,0.0557,0.051,9,0.027,0.018,9,0.0111,0.0221,9,-0.0
1947,0.1117,50,True,0.1313,0.1059,34230586,0.0,7,0.0011,0.0264,5,0.0388,0.0,1,0.0004,0.0183,1,0.0141,0.0564,1,0.0531,0.0007,8,0.0
195,0.2366,50,True,0.1096,0.2047,29083409,0.0808,9,0.031,0.0942,9,0.0023,0.1256,9,0.0583,0.0399,9,0.0293,0.0087,9,0.0128,0.0162,9,0.0
1953,0.3152,50,True,0.254,0.2891,36548402,0.0098,8,0.0031,0.0026,6,0.0,0.0067,6,0.0,0.0061,6,0.0176,0.0403,5,0.0509,0.002,6,-0.0
1954,0.3681,50,True,0.4475,0.3948,36548402,0.0568,7,0.0497,0.0337,7,0.0141,0.0556,4,0.0501,0.005,4,0.0018,0.0003,3,0.0112,0.0021,5,0.0
1955,0.0526,50,True,0.0703,0.0564,35469023,0.0638,10,0.0185,0.2853,8,0.0038,0.0782,5,0.0727,0.0224,5,0.0316,0.0045,5,0.011,0.2853,8,0.0
196,0.2314,50,True,0.1073,0.1952,29083409,0.0778,10,0.034,0.0916,10,0.005,0.1469,9,0.0687,0.0629,9,0.0413,0.0248,9,0.0237,0.0119,9,0.0
1966,0.0869,50,True,0.0691,0.1001,34937946,0.0512,9,0.0196,0.0659,9,0.0147,0.0185,5,0.0476,0.0001,4,0.0031,0.0106,4,0.006,0.0659,9,0.0
1967,0.0505,50,True,0.0666,0.0489,34004147,0.0279,7,0.0077,0.1439,7,0.0019,0.1371,2,0.1086,0.0635,2,0.0317,0.0172,1,0.0022,0.1439,7,0.0
1969,0.5539,50,True,0.274,0.5149,34004147,0.0096,7,0.0308,0.0005,7,0.0265,0.0019,4,0.0048,0.0055,3,0.0068,0.0287,2,0.0383,0.0289,6,0.0
197,0.2593,50,True,0.1223,0.228,29083409,0.0581,9,0.0286,0.0823,9,0.0025,0.1189,9,0.0566,0.0403,9,0.0268,0.0032,9,0.0105,0.0144,9,0.0
1970,0.3979,50,True,0.181,0.3507,34004147,0.0012,8,0.0103,0.0032,8,0.0055,0.0373,5,0.0,0.0989,3,0.0179,0.1789,3,0.0533,0.0098,6,0.0
1971,0.3362,50,True,0.1263,0.2811,34004147,0.0204,6,0.0037,0.0457,6,0.0151,0.0,5,0.0128,0.0115,5,0.0006,0.0301,4,0.0136,0.0018,6,0.0
1972,0.3237,50,True,0.271,0.3119,34004147,0.0134,8,0.0659,0.0025,7,0.0127,0.0013,1,0.0,0.0196,1,0.0171,0.0476,1,0.0458,0.0001,7,0.0
1973,0.6823,50,True,0.5272,0.6937,34004147,0.0945,9,0.0974,0.0716,9,0.0958,0.0166,4,0.011,0.0006,4,0.0047,0.0161,3,0.0348,0.0028,5,0.0
1974,0.2341,50,True,0.2045,0.2528,34004147,0.0248,5,0.0124,0.0862,5,0.0472,0.0017,1,0.0,0.0258,1,0.0244,0.059,1,0.0745,0.0105,5,0.0
1975,0.4892,50,True,0.2935,0.4497,34004147,0.0007,7,0.0132,0.0006,7,0.0059,0.01,5,0.0276,0.0003,5,0.0048,0.0035,5,0.0,0.0119,6,-0.0
1976,0.6457,50,True,0.3691,0.6137,34004147,0.0076,8,0.0189,0.005,8,0.024,0.0763,8,0.0562,0.0319,7,0.021,0.0152,7,0.0051,0.0127,7,-0.0
1977,0.4942,50,True,0.3015,0.4441,34004147,0.0054,9,0.0071,0.0016,9,0.0039,0.001,9,0.0154,0.0152,8,0.0003,0.0406,8,0.004,0.0071,7,0.0
1978,0.5155,50,True,0.2669,0.4652,34004147,0.0001,8,0.0166,0.0028,8,0.0103,0.0703,9,0.0526,0.0222,9,0.0184,0.0035,9,0.0041,0.0125,7,0.0
1979,0.1972,50,True,0.0965,0.1972,34004147,0.0167,8,0.0724,0.0005,8,0.0281,0.0117,6,0.0003,0.0693,5,0.0299,0.1146,3,0.0957,0.0009,8,-0.0
198,0.2193,50,True,0.1189,0.202,29083409,0.0295,9,0.0286,0.0753,9,0.0028,0.1426,9,0.067,0.0552,9,0.0354,0.0145,9,0.0166,0.0206,9,0.0
1980,0.4864,50,True,0.2942,0.4586,34004147,0.1269,9,0.1505,0.0291,9,0.1216,0.0032,4,0.0269,0.0036,4,0.0003,0.0203,3,0.0254,0.0051,8,0.0
1981,0.066,50,True,0.0288,0.0664,34004147,0.0006,4,0.0129,0.0584,4,0.035,0.0007,1,0.0051,0.0098,1,0.076,0.0334,1,0.158,0.0342,6,-0.0
1982,0.0163,50,True,0.0026,0.0187,34004147,0.0013,5,0.0001,0.2678,5,0.0262,0.0303,3,0.0298,0.1059,3,0.1357,0.1526,3,0.2312,0.245,5,-0.0
1983,0.0808,50,True,0.0221,0.0586,36305789,0.0004,8,0.0009,0.0678,8,0.0033,0.0172,4,0.0731,0.0007,4,0.0275,0.0033,4,0.006,0.0628,8,0.0
1985,0.1276,50,True,0.0308,0.0658,34731885,0.0013,8,0.0077,0.0343,7,0.0142,0.0106,4,0.0276,0.0482,4,0.0656,0.0784,4,0.0991,0.0003,8,0.0
1986,0.1398,50,True,0.0713,0.1204,34662547,0.0147,6,0.0132,0.0608,6,0.0024,0.0378,3,0.0333,0.0014,3,0.0013,0.0044,3,0.0376,0.0075,7,0.0
1987,0.2943,50,True,0.1545,0.2645,10.1101/2023.01.23.525275,0.005,7,0.0018,0.05,7,0.0154,0.0,3,0.0002,0.0122,3,0.0301,0.0369,3,0.0702,0.0066,7,0.0
1988,0.2916,50,True,0.2428,0.2901,10.1101/2023.01.23.525275,0.0027,8,0.0405,0.0051,8,0.0023,0.0097,4,0.0393,0.0072,2,0.0017,0.043,2,0.0075,0.0,7,0.0
1989,0.1604,50,True,0.1717,0.1808,33417871,0.1057,8,0.0972,0.0007,8,0.0571,0.0076,5,0.0282,0.0001,4,0.0012,0.005,5,0.0046,0.0006,8,0.0
199,0.2737,50,True,0.1127,0.2327,29083409,0.0464,9,0.0357,0.0859,9,0.0044,0.1464,9,0.0691,0.0584,9,0.0398,0.0257,9,0.0216,0.0252,9,0.0
1990,0.2627,50,True,0.1463,0.2548,33417871,0.0014,9,0.0174,0.0044,8,0.0061,0.1771,9,0.0822,0.127,9,0.0413,0.0979,9,0.0203,0.0178,8,0.0
1991,0.1274,50,True,0.0828,0.1375,33417871,0.0482,9,0.0938,0.03,8,0.0491,0.0482,2,0.0295,0.0016,2,0.0005,0.0094,2,0.0287,0.0288,8,0.0
1993,0.5449,50,True,0.5166,0.6198,37193694,0.0444,7,0.0428,0.0258,7,0.0299,0.0153,1,0.0186,0.0034,1,0.0,0.0142,0,0.0114,0.0017,4,0.0
1995,0.0954,50,True,0.0171,0.0813,33660365,0.001,8,0.0132,0.0391,8,0.0003,0.103,2,0.0636,0.0474,3,0.0171,0.0268,3,0.0012,0.027,8,-0.0
1996,0.4219,50,True,0.3382,0.4224,33660365,0.0002,8,0.008,0.0044,8,0.0007,0.003,4,0.0002,0.0044,4,0.0197,0.0327,4,0.0585,0.0124,6,-0.0
1997,0.0286,50,True,0.0576,0.0288,35469023,0.0532,10,0.0044,0.3957,7,0.0,0.067,3,0.045,0.0116,3,0.0171,0.0,3,0.0044,0.3957,7,0.0
1999,0.8123,50,True,0.585,0.7734,35469023,0.0002,9,0.0331,0.0,9,0.0146,0.1073,3,0.0796,0.0463,3,0.0373,0.0215,3,0.0153,0.0238,4,0.0
200,0.1737,50,True,0.0889,0.1392,29083409,0.0688,9,0.0259,0.1147,9,0.001,0.121,9,0.0591,0.0435,9,0.0306,0.0153,9,0.0141,0.0166,9,0.0
2003,0.0199,50,True,0.0082,0.0085,34316707,0.016,6,0.0056,0.4542,6,0.0001,0.037,5,0.0456,0.0057,5,0.0098,0.0001,5,0.0001,0.4506,6,-0.0
201,0.1956,50,True,0.0939,0.1689,29083409,0.1345,8,0.0252,0.155,8,0.0,0.1753,9,0.0686,0.0825,9,0.0366,0.0198,9,0.0175,0.0291,8,0.0
2012,0.2875,50,True,0.1522,0.2781,36841242,0.0008,9,0.0577,0.0167,9,0.0259,0.0049,6,0.0384,0.0026,6,0.0073,0.0155,5,0.0001,0.0242,9,0.0
2016,0.5684,50,True,0.6399,0.5926,35981571,0.1202,7,0.0772,0.066,5,0.0142,0.0236,4,0.0147,0.0037,3,0.0133,0.0338,2,0.0813,0.0079,4,0.0
2017,0.5554,50,True,0.4698,0.5077,36055241,0.0314,5,0.0165,0.0493,5,0.0369,0.0037,1,0.0031,0.0104,1,0.0451,0.0351,1,0.0976,0.0232,5,0.0
202,0.2339,50,True,0.1124,0.1964,29083409,0.1066,9,0.031,0.1231,9,0.0019,0.1397,9,0.0657,0.0623,9,0.0338,0.0217,9,0.0154,0.0122,9,-0.0
203,0.1987,50,True,0.0984,0.1754,29083409,0.0892,9,0.0256,0.1029,9,0.0009,0.1763,9,0.0741,0.1225,9,0.0436,0.0637,9,0.0247,0.0162,9,0.0
204,0.2182,50,True,0.1249,0.1893,29083409,0.0911,9,0.0235,0.1047,9,0.0014,0.1335,8,0.0619,0.0642,8,0.0334,0.0187,8,0.0164,0.0157,9,-0.0
2048,0.2585,50,True,0.195,0.2497,34373448,0.0432,9,0.0604,0.0094,7,0.0212,0.0,3,0.001,0.0157,3,0.0124,0.0329,3,0.0465,0.0002,6,0.0
205,0.2217,50,True,0.154,0.1873,29083409,0.0688,9,0.0258,0.1105,9,0.0034,0.1347,8,0.0624,0.0592,8,0.0343,0.02,7,0.017,0.0244,9,-0.0
2050,0.4452,50,True,0.2153,0.3878,35723366,0.0186,8,0.0408,0.0267,8,0.0134,0.0788,8,0.0611,0.0248,8,0.0233,0.0034,8,0.0057,0.0172,7,-0.0
2051,0.8088,50,True,0.5557,0.7552,35723366,0.0313,7,0.037,0.0314,7,0.0005,0.1013,7,0.0584,0.0446,7,0.0286,0.0161,7,0.0122,0.0174,5,0.0
2052,0.5687,50,True,0.3282,0.5198,35723366,0.0323,8,0.0346,0.0417,8,0.0035,0.1024,8,0.047,0.0265,8,0.0201,0.0017,8,0.0065,0.0156,6,-0.0
2053,0.4672,50,True,0.3203,0.4499,35723366,0.0146,9,0.035,0.02,9,0.0107,0.031,9,0.0361,0.0035,8,0.0105,0.0,7,0.001,0.0125,8,0.0
2054,0.7769,50,True,0.5991,0.7402,37435859,0.1207,9,0.1018,0.1035,8,0.122,0.016,4,0.0045,0.0597,4,0.0787,0.1196,4,0.1769,0.0061,3,0.0
2055,0.7001,50,True,0.5472,0.6637,37435859,0.0011,5,0.0002,0.0082,5,0.0048,0.0067,5,0.0344,0.0053,4,0.0008,0.0227,4,0.0097,0.0143,2,0.0
206,0.2512,50,True,0.0982,0.2047,29083409,0.0607,9,0.0334,0.0858,9,0.0036,0.1208,9,0.0627,0.0637,9,0.0379,0.0268,9,0.0223,0.0241,9,0.0
2060,0.0919,50,True,0.152,0.0953,36124427,0.1146,7,0.0152,0.0454,7,0.0043,0.004,2,0.0046,0.0586,2,0.0204,0.0975,2,0.0885,0.0454,7,0.0
2061,0.3569,50,True,0.1432,0.306,36597481,0.0412,8,0.0244,0.0534,8,0.0017,0.0203,8,0.034,0.0,8,0.0098,0.0153,8,0.0009,0.0228,8,0.0
2062,0.3283,50,True,0.1604,0.2881,36597481,0.0669,10,0.0261,0.1045,10,0.0026,0.2203,9,0.0609,0.1351,9,0.0303,0.0816,9,0.0136,0.0279,9,-0.0
2063,0.1989,50,True,0.0639,0.1627,36597481,0.0829,9,0.0255,0.0997,9,0.0005,0.1529,9,0.062,0.0891,9,0.0292,0.033,9,0.012,0.0179,9,0.0
2064,0.3152,50,True,0.1406,0.276,36597481,0.045,8,0.0296,0.0615,8,0.0033,0.0499,8,0.0459,0.0113,8,0.0191,0.0012,7,0.0063,0.0153,7,0.0
207,0.2209,50,True,0.1207,0.1979,29083409,0.0903,9,0.0297,0.1116,9,0.0022,0.1495,9,0.0592,0.0522,9,0.0326,0.0191,9,0.0166,0.0164,9,0.0
2071,0.0514,50,True,0.0358,0.0519,36597481,0.0069,5,0.0158,0.1293,5,0.0002,0.0024,2,0.0001,0.0046,2,0.0203,0.0227,2,0.0591,0.1173,5,0.0
2074,0.0198,50,True,0.0286,0.0215,36597481,0.0113,9,0.0001,0.2798,9,0.0133,0.0047,5,0.0083,0.0009,5,0.0004,0.0107,4,0.0145,0.2798,9,0.0
2075,0.0675,50,True,0.0333,0.0516,36597481,0.0205,8,0.0306,0.2503,8,0.0052,0.023,3,0.0033,0.0763,2,0.042,0.1577,1,0.1167,0.2503,8,-0.0
2076,0.303,50,True,0.3002,0.334,36753415,0.0016,6,0.0066,0.0052,6,0.002,0.0719,5,0.0934,0.015,4,0.0079,0.0002,4,0.0078,0.003,6,0.0
2077,0.1287,50,True,0.0361,0.1006,36753415,0.0005,8,0.0009,0.071,8,0.0029,0.0248,5,0.0,0.0626,5,0.0339,0.1188,4,0.1005,0.0091,8,0.0
2078,0.1041,50,True,0.032,0.0815,32668236,0.0006,7,0.0185,0.0325,7,0.0001,0.0171,5,0.0616,0.0,6,0.0213,0.0157,6,0.0035,0.0233,8,-0.0
2079,0.1122,50,True,0.0994,0.128,37639469,0.0729,8,0.0608,0.0587,8,0.0372,0.0311,4,0.0277,0.0029,3,0.0,0.0037,3,0.0146,0.0587,8,0.0
208,0.2304,50,True,0.1471,0.1986,29083409,0.1286,9,0.024,0.1398,9,0.0001,0.1445,9,0.0613,0.0629,9,0.0334,0.0198,9,0.0169,0.0153,9,0.0
2080,0.0543,50,True,0.0768,0.075,37639469,0.0718,10,0.0533,0.2869,8,0.0264,0.0111,4,0.037,0.005,4,0.002,0.0219,4,0.0057,0.2732,8,0.0
2081,0.0543,50,True,0.0768,0.075,37639469,0.0718,10,0.0533,0.2869,8,0.0264,0.03,2,0.0441,0.0851,2,0.1542,0.1396,1,0.2473,0.2732,8,0.0
2082,0.6158,50,True,0.5372,0.5882,37047518,0.0089,5,0.0001,0.0176,5,0.0131,0.0017,1,0.0002,0.0374,1,0.0346,0.0755,1,0.1025,0.0143,4,-0.0
2083,0.6868,50,True,0.4138,0.6351,37047518,0.0138,7,0.0229,0.0215,7,0.003,0.0025,2,0.0222,0.0034,2,0.0005,0.0151,2,0.0066,0.0266,6,0.0
2084,0.0526,50,True,0.0117,0.0468,37616343,0.0073,10,0.0273,0.343,10,0.0075,0.0326,3,0.0431,0.0022,3,0.0013,0.0045,3,0.0079,0.343,10,0.0
2085,0.0868,50,True,0.0394,0.0829,37616343,0.0145,6,0.0287,0.1312,6,0.0085,0.1024,3,0.0545,0.0282,3,0.0056,0.0051,3,0.0025,0.1299,6,0.0
2086,0.2503,50,True,0.1843,0.2527,37866880,0.0049,8,0.0468,0.0012,8,0.0257,0.0599,7,0.0444,0.0047,7,0.0156,0.0025,7,0.0032,0.0108,7,0.0
2087,0.2703,50,True,0.1888,0.2574,37866880,0.0587,9,0.0328,0.0014,9,0.0227,0.0916,8,0.0495,0.0189,8,0.0178,0.0011,8,0.004,0.0097,9,-0.0
2088,0.0298,50,True,0.0007,0.0219,34108663,0.0139,7,0.0007,0.1503,7,0.0148,0.0258,4,0.0041,0.0789,4,0.0032,0.1282,4,0.0251,0.1334,8,0.0
2089,0.0331,50,True,0.0061,0.0243,34108663,0.0002,6,0.0015,0.1984,6,0.0021,0.0,4,0.0048,0.0121,4,0.0021,0.0365,4,0.0163,0.1793,6,0.0
209,0.2159,50,True,0.1153,0.1822,29083409,0.1041,9,0.0253,0.1071,9,0.0005,0.1359,9,0.0662,0.0693,9,0.0387,0.0281,9,0.0217,0.0193,9,-0.0
2090,0.0389,50,True,0.0221,0.0375,34108663,0.0289,10,0.0005,0.0612,10,0.0144,0.0942,4,0.0709,0.0274,4,0.032,0.004,4,0.0095,0.0091,10,0.0
2091,0.0083,50,True,0.0015,0.0044,34108663,0.0083,8,0.0,0.3634,8,0.007,0.0022,5,0.0377,0.004,5,0.0112,0.0124,5,0.0006,0.3331,8,0.0
210,0.2244,50,True,0.1187,0.1891,29083409,0.1043,9,0.0271,0.1151,9,0.0014,0.1529,9,0.065,0.0894,9,0.0372,0.0485,9,0.0203,0.0175,9,0.0
2104,0.473,50,True,0.4293,0.4712,34215620,0.1417,4,0.1996,0.1754,4,0.2439,0.0285,4,0.0458,0.0005,3,0.0013,0.0093,2,0.0088,0.0,6,0.0
211,0.2948,50,True,0.1201,0.239,29083409,0.0382,9,0.0291,0.0979,9,0.0025,0.1097,9,0.0624,0.0586,9,0.0348,0.0165,9,0.0179,0.0284,9,0.0
2113,0.1627,50,True,0.074,0.1578,30111820,0.0061,9,0.0226,0.034,9,0.006,0.1762,8,0.077,0.0799,8,0.0392,0.0449,8,0.0174,0.0075,8,0.0
2114,0.1723,50,True,0.0917,0.1677,30111820,0.0009,10,0.0168,0.0132,9,0.0057,0.0613,8,0.04,0.0086,7,0.0075,0.0015,7,0.0,0.0074,9,0.0
2115,0.2194,50,True,0.0861,0.1953,30111820,0.0001,9,0.0312,0.0217,9,0.0107,0.0106,8,0.0373,0.0,8,0.0103,0.0103,8,0.0009,0.0168,9,0.0
2116,0.166,50,True,0.0906,0.1582,30111820,0.0024,8,0.0192,0.0058,8,0.01,0.0244,8,0.0455,0.0042,8,0.0161,0.0001,8,0.0034,0.0037,8,0.0
2117,0.1856,50,True,0.0796,0.1733,30111820,0.0084,9,0.0288,0.0516,9,0.0085,0.0449,8,0.0384,0.0042,8,0.0114,0.0009,8,0.0013,0.0238,8,0.0
2118,0.226,50,True,0.096,0.1983,30111820,0.001,10,0.0278,0.0226,9,0.0131,0.0462,9,0.0426,0.0119,9,0.0143,0.0,8,0.0025,0.0178,8,0.0
2119,0.2207,50,True,0.0831,0.1942,30111820,0.0642,9,0.0457,0.0841,8,0.0111,0.1221,7,0.0654,0.0572,7,0.0331,0.0164,7,0.0153,0.02,8,0.0
212,0.2634,50,True,0.1466,0.2297,29083409,0.0722,9,0.0277,0.0903,9,0.0021,0.1208,9,0.0631,0.0492,9,0.0338,0.0152,9,0.0163,0.0125,9,0.0
2120,0.1725,50,True,0.082,0.1641,30111820,0.0337,9,0.0308,0.0669,9,0.0075,0.071,8,0.0472,0.0211,8,0.0179,0.0024,8,0.0042,0.035,9,0.0
2121,0.2344,50,True,0.1266,0.2052,30111820,0.0126,10,0.0275,0.029,10,0.0091,0.0052,9,0.0299,0.0002,9,0.0072,0.0145,9,0.0002,0.0186,9,-0.0
2122,0.1134,50,True,0.0894,0.1206,30111820,0.003,10,0.0287,0.0046,10,0.0141,0.1333,8,0.0714,0.0703,8,0.0385,0.0338,8,0.0189,0.0035,10,0.0
2123,0.2073,50,True,0.0763,0.1855,30111820,0.0028,9,0.0349,0.0248,8,0.0109,0.0814,8,0.0537,0.0163,8,0.0187,0.0019,8,0.0037,0.0139,8,0.0
2124,0.1112,50,True,0.0786,0.1225,30111820,0.0016,8,0.0158,0.006,8,0.0031,0.0086,7,0.029,0.0043,7,0.005,0.0229,7,0.0001,0.0031,8,0.0
213,0.2408,50,True,0.1194,0.2023,29083409,0.089,9,0.0268,0.1032,9,0.0006,0.1359,9,0.0607,0.0674,9,0.0329,0.0123,9,0.0166,0.0114,9,0.0
2134,0.0345,50,True,0.0471,0.0403,37046090,0.0447,10,0.0267,0.4894,6,0.0216,0.0049,2,0.0002,0.0356,2,0.0316,0.0761,2,0.0783,0.4894,6,0.0
2136,0.7901,50,True,0.5962,0.727,35763353,0.0002,7,0.0062,0.0016,7,0.0002,0.0176,3,0.0212,0.0888,3,0.1067,0.1332,3,0.1918,0.0253,4,0.0
2139,0.3655,50,True,0.1953,0.306,35688159,0.0089,9,0.0324,0.0002,9,0.0136,0.0001,5,0.0057,0.0196,5,0.0046,0.0516,5,0.0303,0.0068,7,0.0
214,0.2433,50,True,0.1087,0.2062,29083409,0.0796,9,0.0289,0.0991,9,0.0014,0.1314,9,0.0718,0.0718,9,0.0391,0.0237,9,0.0195,0.015,8,0.0
2140,0.3802,50,True,0.2413,0.3471,35688159,0.0013,8,0.0004,0.0,8,0.0003,0.0004,4,0.0132,0.0042,4,0.0004,0.0182,4,0.014,0.0034,8,0.0
215,0.1979,50,True,0.0932,0.1657,29083409,0.1058,9,0.0284,0.1187,9,0.0006,0.1227,9,0.0719,0.0619,9,0.0411,0.0252,9,0.022,0.0155,9,0.0
216,0.2673,50,True,0.1463,0.2288,29083409,0.0831,9,0.0271,0.0964,9,0.002,0.1663,9,0.0629,0.0812,9,0.0353,0.0497,9,0.0188,0.0138,8,0.0
217,0.205,50,True,0.1015,0.1808,29083409,0.0728,9,0.0293,0.0906,9,0.0006,0.1158,9,0.0631,0.0423,9,0.0339,0.0121,9,0.0168,0.0131,9,0.0
218,0.1856,50,True,0.1001,0.158,29083409,0.1156,9,0.028,0.1406,9,0.0002,0.1587,9,0.0673,0.0852,9,0.0397,0.0447,9,0.0226,0.0114,9,0.0
219,0.2876,50,True,0.1178,0.2368,29083409,0.0367,9,0.0284,0.0776,9,0.0023,0.0763,9,0.0592,0.028,9,0.0307,0.0061,9,0.0139,0.0234,8,-0.0
220,0.2366,50,True,0.1077,0.199,29083409,0.1024,9,0.0282,0.1158,9,0.0014,0.118,9,0.0625,0.0538,9,0.0345,0.0201,9,0.0174,0.0168,9,0.0
2208,0.3123,50,True,0.1294,0.2628,36820830,0.0095,9,0.0397,0.0,9,0.0154,0.0055,4,0.0375,0.0011,4,0.0068,0.0143,4,0.0001,0.0028,8,-0.0
221,0.2628,50,True,0.1185,0.2252,29083409,0.0652,9,0.0315,0.0827,9,0.0024,0.1462,9,0.0734,0.0715,9,0.0419,0.0277,9,0.0224,0.0129,9,-0.0
2212,0.5508,50,True,0.622,0.5814,36731340,0.0419,5,0.0223,0.0189,5,0.0052,0.0006,1,0.0085,0.016,0,0.0108,0.0469,0,0.057,0.0,4,0.0
2213,0.443,50,True,0.5615,0.4674,36731340,0.0076,5,0.0277,0.0125,5,0.049,0.034,1,0.0743,0.0004,0,0.017,0.0044,0,0.0,0.0036,5,0.0
2214,0.557,50,True,0.532,0.5653,36731340,0.0044,5,0.03,0.0123,4,0.0446,0.0403,1,0.0457,0.002,1,0.0025,0.0057,0,0.0074,0.0033,5,0.0
2215,0.5564,50,True,0.4594,0.5477,36731340,0.0444,5,0.0281,0.0182,5,0.0192,0.0042,3,0.0188,0.0101,2,0.0032,0.0396,2,0.0414,0.0024,3,0.0
2217,0.2894,50,True,0.3852,0.331,36731340,0.0,4,0.0085,0.0057,4,0.0227,0.0644,2,0.0639,0.0232,2,0.0115,0.0053,2,0.0,0.0003,4,0.0
2218,0.2634,50,True,0.2714,0.2423,36731340,0.0274,6,0.0162,0.0052,6,0.003,0.011,1,0.0204,0.0003,1,0.0025,0.016,1,0.0342,0.0169,7,0.0
2219,0.1187,50,True,0.0285,0.0913,36731340,0.0096,5,0.0136,0.0566,5,0.0393,0.0001,2,0.0061,0.0135,2,0.0104,0.0418,2,0.0535,0.0151,6,0.0
222,0.2389,50,True,0.1258,0.2072,29083409,0.0876,9,0.0289,0.1013,9,0.0022,0.1314,9,0.065,0.0619,9,0.035,0.022,9,0.0174,0.0185,9,0.0
2220,0.8587,50,True,0.8015,0.8406,36731340,0.0085,7,0.0045,0.0049,6,0.0002,0.004,2,0.0018,0.0008,1,0.0338,0.0081,1,0.0733,0.0064,3,0.0
