gene_symbol,rank,average_rank,reversal_score_wilcoxon,reversal_score_cosine,reversal_effect_size,q_value,rpe1_rank,rpe1_covered,depmap_gene_effect,depmap_n_cell_lines,is_essential,tier,tier_label
SPHK2,6437,7210.333333333333,0.3176483893308653,-0.0235414304917524,-0.0110854300418433,0.9061822918874883,,False,-0.1264053800251405,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
TOMM22,6438,7210.666666666667,1.1313120123235014,-0.0194343877955289,-0.0425809027472777,0.5750105325116328,2328.0,True,-0.9781799456696854,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
LHPP,6439,7213.666666666667,-0.519910431608492,-0.0152229026029,-0.0069722065195499,0.832923522725384,,False,0.0963968848136335,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ZNF45,6440,7214.666666666667,-0.559404695207474,-0.0102774768363363,-0.0118421038214225,0.817156492203596,,False,9.113421896242824e-05,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
PHOSPHO2,6441,7220.0,-0.7222893208198434,-0.0129445706675879,-0.0068797159972825,0.7536499887134617,,False,0.2034745000614068,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
GATAD2B,6442,7222.0,-0.4788376074671681,-0.0135052731097867,-0.0091722188060177,0.8494288809064708,,False,-0.1775889399293419,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
CCPG1,6443,7225.0,-0.8200902043475,-0.0100451560230084,-0.0089262428310073,0.7094910929654549,,False,0.041281101844234,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
FKBP2,6444,7225.666666666667,-0.6738562667909144,-0.0133479472613331,-0.0070901340795611,0.7732084554431062,,False,-0.1309902084079257,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
SNX33,6445,7226.0,-0.8109761435169657,-0.013517252620894,-0.0054366109701876,0.7141245819487487,,False,0.0006546659956673,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
WDR81,6446,7226.0,-0.6392889004752479,-0.0150299811553871,-0.0059700651824823,0.5140462514218033,,False,0.0401650742074842,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
HIST2H4A,6447,7226.333333333333,-0.8060556884334891,-0.0136123865795977,-0.0053637493215042,0.7160629810603492,,False,,,False,T3_no_fitness_data,No fitness data available for this gene
SENP2,6448,7227.333333333333,-0.874657722396981,-0.0109656718078853,-0.0072195093962633,0.687714238609875,,False,0.0406351581619603,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
SKA2,6449,7228.666666666667,-0.670292435312308,-0.006194252401186,-0.016731858842072,0.7748972328283963,,False,-1.0226792221794276,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
YIPF3,6450,7231.0,-0.9284657353772507,-0.0085470432706302,-0.0093708376571668,0.6659871369465465,,False,-0.1310654122580642,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
SMAD5,6451,7232.0,-0.7047622807611237,-0.0110078175092976,-0.009144374259958,0.759734425836567,,False,,,False,T3_no_fitness_data,No fitness data available for this gene
PRPF6,6452,7233.333333333333,-0.7635362884246975,-0.0085264507011607,-0.0115399394843968,0.7364400834407916,392.0,True,-1.3482503419189873,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
PRPS2,6453,7233.666666666667,-0.3879452752846075,-0.0166595337187053,-0.0073431633015381,0.8824609347019622,,False,0.1227374173319964,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
UFSP2,6454,7233.666666666667,-0.6645669355597928,-0.014361486518857,-0.0064713569813797,0.7765857017766693,,False,-0.1004833463632965,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
BRMS1L,6455,7235.0,-0.6253063658282605,-0.0123191340325848,-0.0087314084002029,0.7917536874968403,,False,-0.0372526214949468,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
TRMT2A,6456,7236.0,-0.6892216385757254,-0.0155145600511937,-0.0049497431339739,0.7664934424391052,,False,-0.1161379178981497,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
CABIN1,6457,7236.666666666667,-0.5129580390518665,-0.0112692153860831,-0.0114558974688633,0.8359270080366108,1184.0,True,-0.1816400888533613,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
RASGEF1A,6458,7237.333333333333,-0.655803415530433,-0.0132603106586756,-0.0075130333259807,0.7799197129680551,,False,-0.0699347370853244,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
PCCA,6459,7237.333333333333,-0.3593770187167294,-0.020262248375076,-0.0049738189510361,0.8912978295086829,,False,0.1266399789999949,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
MDM4,6460,7237.666666666667,-0.5011564987456618,-0.0130056192044313,-0.0096589592824862,0.8406338564233836,,False,-0.1827005857336573,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
SENP5,6461,7238.0,0.0509452631040122,-0.0231130921257961,-0.0078948668877195,0.9858253527834333,,False,0.0789309606686582,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
EPAS1,6462,7240.0,-1.0160425122039876,-0.0088015312062993,-0.0082128204220868,0.6271847670959422,,False,-0.0685895418777763,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ZNF341,6463,7241.0,-0.7134673773236211,-0.0102460350000007,-0.0101426373529128,0.14723614221031397,,False,-0.0948824507870784,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
AGO3,6464,7243.666666666667,-0.3394816298109122,-0.0150727322346489,-0.0097985242460053,0.8993687446531194,,False,-0.1975432825546527,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
AVPI1,6465,7246.0,-0.6401072587263812,-0.0127222149551697,-0.0082938857017243,0.7854631601021197,,False,-0.0265021491415689,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
EIF4E2,6466,7246.0,-0.546376262097159,-0.0164107039060986,-0.005771033078382,0.8233817974777068,,False,-0.2664446880944436,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
TMEM70,6467,7249.333333333333,-0.7326886979213505,-0.0129215986159643,-0.0071292344240217,0.7498983883383252,,False,-0.1590991787342027,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
PSMD14,6468,7250.333333333333,0.1712096671450427,-0.0147421639271278,-0.0196816151397892,0.9507941715157707,1068.0,True,-1.642704396272732,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
HSPA14,6469,7254.666666666667,-0.8659526258344835,-0.0110244145412457,-0.0075561323511968,0.6916151466392912,2231.0,True,-0.2853990521798759,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
MPP1,6470,7255.0,-0.5036102843538826,-0.0146308095725377,-0.0082521734327024,0.8395143797732498,,False,0.0133342734896893,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
DAP,6471,7255.0,-0.5327115351094813,-0.0177100409679033,-0.0049969778426775,0.8281586342421057,,False,-0.2148483740453138,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
NIPSNAP2,6472,7255.333333333333,-0.7220850225823154,-0.0123870749847047,-0.0077562441504807,0.7536499887134617,,False,-0.0050250349852252,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
WEE1,6473,7255.333333333333,-0.9577943157421752,-0.0043331444817511,-0.0155152038698664,0.6522320199143933,1119.0,True,-2.454801177697809,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
IRX2,6474,7255.666666666667,-0.8780160924022484,-0.0123052071308691,-0.0061049345118641,0.6861534416195246,,False,0.034566338051615,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
NACC2,6475,7256.0,-0.8544432028625908,-0.0097351711799653,-0.0092601982788583,0.6959056297924847,,False,0.0756256639197664,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
WRN,6476,7256.666666666667,-0.70832611223973,-0.0103413129203883,-0.0103642503485882,0.7588969372352279,,False,-0.108152524022329,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
COPS2,6477,7257.666666666667,-0.6288117738400044,-0.0077365911717289,-0.015485357185522,0.7897190053441802,1893.0,True,-1.290284701988168,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
PNPLA8,6478,7261.333333333333,-0.3982143501341141,-0.0154138186853038,-0.0088316131793257,0.8785603286255296,,False,-0.1098266559968689,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ZNF326,6479,7262.333333333333,-0.1215208110737907,-0.0241947430073693,-0.0055468187624434,0.9664265041048791,,False,-0.0616216028867164,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ZDHHC6,6480,7267.333333333333,-1.125411242170399,-0.0090273066042291,-0.0072810684106425,0.5775709069705115,,False,0.0531157897675245,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
SLC12A7,6481,7267.666666666667,-0.7675675076382029,-0.0061128084311761,-0.0159399077488711,0.7339229668740092,,False,0.0448411843642565,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
SLC6A6,6482,7268.0,-0.8405384177493398,-0.00747194427066,-0.012696874278624,0.7006932995082827,,False,-0.1348358463452213,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
MEIS2,6483,7271.0,-0.8822527730890929,-0.0053307840136215,-0.0154118123421554,0.684453990669395,,False,0.0205321578203969,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
CDC25A,6484,7272.666666666667,-0.4454789348257952,-0.015725745918795,-0.0079142983287586,0.8606720559595116,,False,-0.2832882723124623,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
VAMP8,6485,7274.666666666667,-0.7679764719062397,-0.0061942231850107,-0.0159092903500106,0.19207124787336824,,False,-0.0421007166439037,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
RAC2,6486,7275.0,-0.839545218812679,-0.011068929210583,-0.0079556189704353,0.7009619499019917,,False,0.0087094980076416,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
RARB,6487,7276.666666666667,-0.8495940551130117,-0.0102705838818815,-0.0089651086874627,0.6977716912721069,,False,-0.0468461572187542,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
TBC1D23,6488,7279.0,-0.4499191183073375,-0.0162757398505647,-0.0074429507952088,0.8594165266294137,,False,-0.1466020590835366,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
CD226,6489,7279.333333333333,-0.6438850282905035,-0.0115956122028419,-0.0099698383057611,0.784422043236468,,False,0.1176339385805638,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
ZNF532,6490,7281.666666666667,-0.8914836808533521,-0.0119356511191994,-0.0067105661427696,0.4388270122771907,,False,-0.1567903269085078,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
STRBP,6491,7281.666666666667,-0.78234864475439,-0.014544832037957,-0.0055289048904809,0.7269872444978152,,False,-0.0929889773872652,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
RILP,6492,7283.0,-0.8724376306562098,-0.0108147378758859,-0.0080528527255466,0.6881839819803631,,False,-0.3109515862449984,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
CRK,6493,7283.333333333333,-0.6188381998842291,-0.0190452253711026,-0.003404181897133,0.7935136512201821,,False,-0.1720387591206547,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
TRPV2,6494,7284.333333333333,-0.896157558202344,-0.0136744484952706,-0.0050570200059058,0.6790546390229775,,False,-0.0851198881516244,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
DCTN4,6495,7284.666666666667,-0.5377505202817737,-0.0111427678356359,-0.0119382493798245,0.8263623201083176,1986.0,True,-0.8821777986496457,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
PNPLA2,6496,7285.0,-0.9877071307757238,-0.0108968492360571,-0.0068629694203529,0.639435612673315,,False,0.0419194638173476,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
BRD8,6497,7286.333333333333,-1.4032148271011082,-0.0004039716699182,-0.016252471718026,0.4637504784120259,1106.0,True,-0.5310785411153579,1178.0,True,T2_reversal_confounded_by_essentiality,Gene is essential - signal may just be the cell dying
SIK3,6498,7287.0,-0.5740105619230739,-0.0189315843023832,-0.0040961354869148,0.8114335640850068,,False,0.0490054686722418,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
JOSD1,6499,7288.666666666667,-0.3708137441756488,-0.0135681016937783,-0.0115935193663475,0.8878164712816781,,False,-0.0955768877205548,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
TSPYL6,6500,7290.333333333333,-0.6542521419708621,-0.0133804144747692,-0.007982166864945,0.7804816929651123,,False,-0.0105672845794303,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
PCMTD1,6501,7290.666666666667,-0.8724376306562098,-0.0109052935529362,-0.0079883389340831,0.6881839819803631,,False,-0.1295621583655215,1178.0,False,T1_reversal_not_explained_by_fitness,Signal is not explained by the gene being essential
