cohort	pathway_id	size	hits	n_strata_cols
ZellerG_2014	SER-GLYSYN-PWY	4	164	164
ZellerG_2014	PWY0-1586	12	136	136
ZellerG_2014	PWY-5104	6	40	40
ZellerG_2014	PWY-6892	8	60	60
ZellerG_2014	NONMEVIPP-PWY	9	14	14
ZellerG_2014	GLUCONEO-PWY	13	20	20
ZellerG_2014	GLYCOLYSIS	12	35	35
ZellerG_2014	UDPNAGSYN-PWY	5	208	208
ZellerG_2014	PWY-5973	5	107	107
ZellerG_2014	COBALSYN-PWY	9	38	38
ZellerG_2014	PWY-6703	4	164	164
ZellerG_2014	MET-SAM-PWY	9	28	28
ZellerG_2014	PWY-5484	11	35	35
ZellerG_2014	THISYN-PWY	12	19	19
ZellerG_2014	PWY-5347	9	25	25
ZellerG_2014	METSYN-PWY	8	28	28
ZellerG_2014	PWY-6897	5	62	62
ZellerG_2014	THISYNARA-PWY	7	63	63
ZellerG_2014	PWY0-166	14	53	53
ZellerG_2014	PWY0-162	9	23	23
ZellerG_2014	PWY-5188	6	115	115
ZellerG_2014	PWY-1861	9	11	11
ZellerG_2014	METH-ACETATE-PWY	6	10	10
ZellerG_2014	DAPLYSINESYN-PWY	9	35	35
ZellerG_2014	PWY-6125	8	103	103
ZellerG_2014	PWY-7228	6	121	121
ZellerG_2014	PWY-6305	4	36	36
ZellerG_2014	PWY-6147	5	75	75
ZellerG_2014	PHOSLIPSYN-PWY	10	25	25
ZellerG_2014	PWY-5659	4	53	53
ZellerG_2014	CITRULBIO-PWY	8	15	15
ZellerG_2014	HOMOSER-METSYN-PWY	5	30	30
ZellerG_2014	HISDEG-PWY	4	106	106
ZellerG_2014	PWY-7184	9	56	56
ZellerG_2014	GLUCUROCAT-PWY	7	11	11
ZellerG_2014	PWY-4041	6	40	40
ZellerG_2014	PWY-6545	9	20	20
ZellerG_2014	GLYCOCAT-PWY	8	20	20
ZellerG_2014	PWY-7234	6	88	88
ZellerG_2014	PWY-4984	5	14	14
ZellerG_2014	PWY-5030	6	40	40
ZellerG_2014	GLCMANNANAUT-PWY	5	52	52
ZellerG_2014	P461-PWY	20	23	23
ZellerG_2014	PWY-5154	9	32	32
ZellerG_2014	RHAMCAT-PWY	5	63	63
ZellerG_2014	PWY4FS-7	6	34	34
ZellerG_2014	PWY4FS-8	6	32	32
ZellerG_2014	PWY-7282	10	26	26
ZellerG_2014	ARGININE-SYN4-PWY	4	47	47
ZellerG_2014	PWY0-1479	10	17	17
ZellerG_2014	SALVADEHYPOX-PWY	5	29	29
ZellerG_2014	PWY-2941	9	65	65
ZellerG_2014	PWYG-321	205	6	6
ZellerG_2014	PWY0-1061	6	36	36
ZellerG_2014	PWY-1269	5	57	57
ZellerG_2014	PWY-7664	14	37	37
ZellerG_2014	PWY-5384	4	31	31
ZellerG_2014	PWY0-862	6	41	41
ZellerG_2014	PWY-6282	9	37	37
ZellerG_2014	PWY-5989	6	33	33
ZellerG_2014	GLUCOSE1PMETAB-PWY	5	26	26
ZellerG_2014	P124-PWY	15	3	3
ZellerG_2014	FASYN-INITIAL-PWY	6	29	29
ZellerG_2014	PWY0-845	11	30	30
ZellerG_2014	PWY-7013	5	29	29
ZellerG_2014	LACTOSECAT-PWY	4	46	46
ZellerG_2014	GOLPDLCAT-PWY	4	18	18
ZellerG_2014	PYRIDOXSYN-PWY	7	44	44
ZellerG_2014	PWY-5941	6	5	5
ZellerG_2014	PWY0-1241	5	43	43
ZellerG_2014	NAGLIPASYN-PWY	6	31	31
ZellerG_2014	PWY0-1297	7	61	61
ZellerG_2014	PWY-7316	4	4	4
ZellerG_2014	PWY-6353	11	20	20
ZellerG_2014	PENTOSE-P-PWY	8	40	40
ZellerG_2014	PWY-6606	4	25	25
ZellerG_2014	PWY-5367	6	22	22
ZellerG_2014	BIOTIN-BIOSYNTHESIS-PWY	16	16	16
ZellerG_2014	PWY-6519	11	19	19
ZellerG_2014	PWY-7315	4	27	27
ZellerG_2014	OANTIGEN-PWY	10	76	76
ZellerG_2014	DENOVOPURINE2-PWY	27	23	23
ZellerG_2014	PWY-7187	7	28	28
ZellerG_2014	PWY66-409	17	20	20
ZellerG_2014	PWY-7323	6	10	10
ZellerG_2014	TEICHOICACID-PWY	12	9	9
ZellerG_2014	PWY-6891	7	21	21
ZellerG_2014	PPGPPMET-PWY	6	24	24
ZellerG_2014	FUCCAT-PWY	4	20	20
ZellerG_2014	FAO-PWY	7	19	19
ZellerG_2014	NAD-BIOSYNTHESIS-II	5	23	23
ZellerG_2014	PWY-5138	5	20	20
ZellerG_2014	P125-PWY	5	16	16
ZellerG_2014	PWY-6478	4	2	2
ZellerG_2014	PWY-7312	4	3	3
ZellerG_2014	PWY-5005	8	9	9
ZellerG_2014	ANAEROFRUCAT-PWY	14	20	20
ZellerG_2014	PWY-841	21	26	26
ZellerG_2014	PWY-5971	31	8	8
ZellerG_2014	PWY-6901	17	9	9
ZellerG_2014	COLANSYN-PWY	12	7	7
ZellerG_2014	PWY-6471	16	22	22
ZellerG_2014	HEXITOLDEGSUPER-PWY	19	10	10
ZellerG_2014	PWY0-1261	12	20	20
ZellerG_2014	PWY-6629	14	6	6
ZellerG_2014	PWY-6895	11	13	13
ZellerG_2014	ARG+POLYAMINE-SYN	17	7	7
ZellerG_2014	P441-PWY	21	12	12
ZellerG_2014	SULFATE-CYS-PWY	9	16	16
ZellerG_2014	PRPP-PWY	49	3	3
ZellerG_2014	GLYCOLYSIS-E-D	16	12	12
ZellerG_2014	PYRIDNUCSAL-PWY	7	7	7
ZellerG_2014	PWY-6628	10	9	9
ZellerG_2014	FERMENTATION-PWY	17	17	17
ZellerG_2014	TCA	11	13	13
ZellerG_2014	GLYCOLYSIS-TCA-GLYOX-BYPASS	26	11	11
ZellerG_2014	PWY-7117	14	19	19
ZellerG_2014	PWY-5913	9	26	26
ZellerG_2014	FUC-RHAMCAT-PWY	12	10	10
ZellerG_2014	PWY-5136	5	18	18
ZellerG_2014	POLYAMSYN-PWY	8	12	12
ZellerG_2014	GALACT-GLUCUROCAT-PWY	11	8	8
ZellerG_2014	PWY-5838	10	12	12
ZellerG_2014	SO4ASSIM-PWY	4	22	22
ZellerG_2014	PWY-5897	10	13	13
ZellerG_2014	PWY-5898	10	13	13
ZellerG_2014	PWY-5899	10	13	13
ZellerG_2014	POLYISOPRENSYN-PWY	6	12	12
ZellerG_2014	PWY0-781	25	7	7
ZellerG_2014	PWY-5723	10	14	14
ZellerG_2014	P4-PWY	18	14	14
ZellerG_2014	PWY-6630	10	6	6
ZellerG_2014	PWY-6285	53	8	8
ZellerG_2014	PWY-6969	10	4	4
ZellerG_2014	GALACTARDEG-PWY	4	17	17
ZellerG_2014	GLUCARGALACTSUPER-PWY	4	17	17
ZellerG_2014	PWY-5861	9	12	12
ZellerG_2014	PWY0-1298	6	34	34
ZellerG_2014	PWY-5690	10	4	4
ZellerG_2014	TCA-GLYOX-BYPASS	13	11	11
ZellerG_2014	PWY-6859	4	20	20
ZellerG_2014	PWY-5845	10	9	9
ZellerG_2014	ENTBACSYN-PWY	11	3	3
ZellerG_2014	PWY-7254	10	4	4
ZellerG_2014	PWY-5840	10	10	10
ZellerG_2014	PWY-5850	10	9	9
ZellerG_2014	PWY-5896	10	9	9
ZellerG_2014	P105-PWY	10	4	4
ZellerG_2014	KETOGLUCONMET-PWY	8	12	12
ZellerG_2014	PWY-7328	6	3	3
ZellerG_2014	PWY-5918	10	13	13
ZellerG_2014	PWY-561	15	4	4
ZellerG_2014	HEMESYN2-PWY	4	13	13
ZellerG_2014	METHGLYUT-PWY	8	2	2
ZellerG_2014	PWY-5675	4	11	11
ZellerG_2014	PWY-5862	9	9	9
ZellerG_2014	PWY-6284	20	12	12
ZellerG_2014	PWY-5860	9	9	9
ZellerG_2014	PWY-5189	4	26	26
ZellerG_2014	PWY-6588	5	8	8
ZellerG_2014	PWY-6803	4	17	17
ZellerG_2014	PWY-5863	16	12	12
ZellerG_2014	PWY-6531	5	6	6
ZellerG_2014	HEME-BIOSYNTHESIS-II	4	26	26
ZellerG_2014	PWY-5837	7	21	21
ZellerG_2014	PWY4LZ-257	9	7	7
ZellerG_2014	PWY0-1415	6	8	8
ZellerG_2014	PWY-4702	14	6	6
ZellerG_2014	FOLSYN-PWY	12	5	5
ZellerG_2014	GLUCARDEG-PWY	4	14	14
ZellerG_2014	PWY-7204	9	9	9
ZellerG_2014	P161-PWY	5	36	36
ZellerG_2014	PWY-5121	12	2	2
ZellerG_2014	PWY-5656	4	1	1
ZellerG_2014	PWY66-389	4	11	11
ZellerG_2014	PWY-5920	8	5	5
ZellerG_2014	PWY-6612	10	5	5
ZellerG_2014	PWY-7094	6	12	12
ZellerG_2014	AST-PWY	5	8	8
ZellerG_2014	PWY0-42	5	7	7
ZellerG_2014	PWY-6823	6	3	3
ZellerG_2014	PWY-7446	5	7	7
ZellerG_2014	PWY-5747	6	7	7
ZellerG_2014	P122-PWY	18	3	3
ZellerG_2014	PWY-5692	4	4	4
ZellerG_2014	URDEGR-PWY	4	4	4
ZellerG_2014	PWY-6572	8	1	1
ZellerG_2014	PWY-5705	4	5	5
ZellerG_2014	KDO-NAGLIPASYN-PWY	17	7	7
ZellerG_2014	GLYCOL-GLYOXDEG-PWY	4	7	7
ZellerG_2014	AEROBACTINSYN-PWY	4	1	1
ZellerG_2014	PWY0-1533	4	4	4
ZellerG_2014	UBISYN-PWY	13	12	12
ZellerG_2014	PWY-5855	8	17	17
ZellerG_2014	PWY-5856	8	17	17
ZellerG_2014	PWY-5857	8	17	17
ZellerG_2014	PWY-6708	8	17	17
ZellerG_2014	PWY0-41	8	4	4
ZellerG_2014	P221-PWY	5	5	5
ZellerG_2014	PWY-7371	5	12	12
ZellerG_2014	PWY-6876	5	2	2
ZellerG_2014	PWY1F-823	4	5	5
ZellerG_2014	PWY-7456	7	5	5
ZellerG_2014	P164-PWY	15	18	18
ZellerG_2014	PWY-6470	17	4	4
ZellerG_2014	PWY-6167	10	5	5
ZellerG_2014	P185-PWY	12	13	13
ZellerG_2014	PWY-5101	8	6	6
ZellerG_2014	PWY-6731	4	2	2
ZellerG_2014	PWY-5265	17	6	6
ZellerG_2014	METHANOGENESIS-PWY	6	5	5
ZellerG_2014	PWY-6349	6	5	5
ZellerG_2014	PWY-5198	6	6	6
ZellerG_2014	ORNDEG-PWY	9	10	10
ZellerG_2014	PWY-5910	10	2	2
ZellerG_2014	PWY-922	7	9	9
ZellerG_2014	ARGDEG-PWY	11	7	7
ZellerG_2014	ORNARGDEG-PWY	11	7	7
ZellerG_2014	PWY-7391	8	1	1
ZellerG_2014	PWY-6595	6	9	9
ZellerG_2014	PWY-7209	5	1	1
ZellerG_2014	PWY-6749	10	4	4
ZellerG_2014	PWY-7039	5	2	2
ZellerG_2014	ECASYN-PWY	10	14	14
ZellerG_2014	PWY-7269	5	6	6
ZellerG_2014	3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	8	3	3
ZellerG_2014	PWY0-1338	6	17	17
ZellerG_2014	PWY0-1277	9	8	8
ZellerG_2014	HCAMHPDEG-PWY	5	9	9
ZellerG_2014	PWY-6690	5	9	9
ZellerG_2014	PWY-6837	5	12	12
ZellerG_2014	PWY0-881	17	1	1
ZellerG_2014	LPSSYN-PWY	26	2	2
ZellerG_2014	PWY-7385	9	1	1
ZellerG_2014	PWY-7198	7	24	24
ZellerG_2014	PWY-7031	6	4	4
ZellerG_2014	PWY-6953	5	4	4
ZellerG_2014	RUMP-PWY	6	2	2
ZellerG_2014	PWY-6071	12	2	2
ZellerG_2014	PWY0-321	10	2	2
ZellerG_2014	PWY-7210	8	11	11
ZellerG_2014	REDCITCYC	10	2	2
ZellerG_2014	PWY-6143	6	2	2
ZellerG_2014	P261-PWY	7	3	3
ZellerG_2014	PWY3DJ-35471	10	4	4
ZellerG_2014	PWY-7165	7	2	2
ZellerG_2014	PWY-5505	7	1	1
ZellerG_2014	P162-PWY	10	1	1
ZellerG_2014	P163-PWY	10	5	5
ZellerG_2014	PWY-5677	7	1	1
ZellerG_2014	PWY-622	10	3	3
ZellerG_2014	PWY-6396	9	3	3
ZellerG_2014	PWY-7211	18	7	7
ZellerG_2014	PWY-5022	7	2	2
ZellerG_2014	P42-PWY	7	1	1
ZellerG_2014	PWY-3781	4	13	13
ZellerG_2014	PWY-7279	4	9	9
ZellerG_2014	PWY-4321	5	4	4
ZellerG_2014	GLUDEG-I-PWY	4	5	5
ZellerG_2014	PWY-7003	16	2	2
ZellerG_2014	THREOCAT-PWY	19	3	3
ZellerG_2014	PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	4	5	5
ZellerG_2014	CATECHOL-ORTHO-CLEAVAGE-PWY	4	5	5
ZellerG_2014	PWY-5417	6	5	5
ZellerG_2014	PWY-5431	6	5	5
ZellerG_2014	PWY-6185	7	4	4
ZellerG_2014	PWY-5181	12	4	4
ZellerG_2014	P621-PWY	7	1	1
ZellerG_2014	P101-PWY	5	1	1
ZellerG_2014	PWY1G-0	6	3	3
ZellerG_2014	PWY-7332	20	1	1
ZellerG_2014	PWY-7090	5	2	2
ZellerG_2014	P108-PWY	7	4	4
ZellerG_2014	PWY-6270	10	1	1
ZellerG_2014	PWY-7560	9	2	2
ZellerG_2014	PWY-7115	11	3	3
ZellerG_2014	PWY-7118	4	1	1
ZellerG_2014	PWY-241	7	2	2
ZellerG_2014	PWY-6318	9	4	4
ZellerG_2014	PWY-5028	5	4	4
ZellerG_2014	PWY-5534	7	1	1
ZellerG_2014	P562-PWY	7	1	1
ZellerG_2014	ALLANTOINDEG-PWY	7	1	1
ZellerG_2014	PWY-6467	5	2	2
ZellerG_2014	PWY-7286	4	1	1
ZellerG_2014	PWY-6215	4	1	1
ZellerG_2014	PWY-7245	8	1	1
ZellerG_2014	PWY-7268	5	2	2
ZellerG_2014	PWY-6182	7	2	2
ZellerG_2014	URSIN-PWY	7	1	1
ZellerG_2014	PWY-7383	7	2	2
ZellerG_2014	PWY-181	9	1	1
ZellerG_2014	PWY66-399	12	1	1
ZellerG_2014	PWY-6590	9	1	1
ZellerG_2014	CENTFERM-PWY	7	1	1
ZellerG_2014	PWY-6138	5	1	1
ZellerG_2014	PWY-6350	10	1	1
