cohort	pathway_id	size	hits	n_samples
ZellerG_2014	PWY-7210	8	131	156
ZellerG_2014	PWY-5838	10	130	156
ZellerG_2014	PWY66-398	11	103	156
ZellerG_2014	FAO-PWY	7	144	156
ZellerG_2014	PWY-5840	10	129	156
ZellerG_2014	PWY-5897	10	130	156
ZellerG_2014	PWY-5898	10	130	156
ZellerG_2014	PWY-5899	10	130	156
ZellerG_2014	PWY-6531	5	147	156
ZellerG_2014	P162-PWY	10	98	156
ZellerG_2014	PWY-5136	5	144	156
ZellerG_2014	PWY-7315	4	150	156
ZellerG_2014	PWY-5845	10	120	156
ZellerG_2014	PWY-5004	12	80	156
ZellerG_2014	PWY-5861	9	130	156
ZellerG_2014	PWY-6572	8	101	156
ZellerG_2014	PWY-7316	4	82	156
ZellerG_2014	PWY4LZ-257	9	137	156
ZellerG_2014	PWY-7332	20	122	156
ZellerG_2014	PWY-5862	9	120	156
ZellerG_2014	HEMESYN2-PWY	4	145	156
ZellerG_2014	P105-PWY	10	100	156
ZellerG_2014	P161-PWY	5	137	156
ZellerG_2014	HEME-BIOSYNTHESIS-II	4	136	156
ZellerG_2014	PWY-5863	16	130	156
ZellerG_2014	PWY-6628	10	117	156
ZellerG_2014	PWY-5837	7	130	156
ZellerG_2014	METHGLYUT-PWY	8	139	156
ZellerG_2014	PWY-6749	10	88	156
ZellerG_2014	GLYCOLYSIS-TCA-GLYOX-BYPASS	26	104	156
ZellerG_2014	PWY490-3	4	84	156
ZellerG_2014	PWY-5345	12	147	156
ZellerG_2014	PWY66-391	7	99	156
ZellerG_2014	PWY-6415	10	41	156
ZellerG_2014	PWY-5138	5	115	156
ZellerG_2014	SULFATE-CYS-PWY	9	147	156
ZellerG_2014	PWY-6906	8	17	156
ZellerG_2014	REDCITCYC	10	118	156
ZellerG_2014	PWY-7254	10	100	156
ZellerG_2014	TCA-GLYOX-BYPASS	13	104	156
ZellerG_2014	PWY-561	15	97	156
ZellerG_2014	PWY-5514	8	12	156
ZellerG_2014	SO4ASSIM-PWY	4	147	156
ZellerG_2014	UDPNACETYLGALSYN-PWY	6	21	156
ZellerG_2014	PWY0-1415	6	113	156
ZellerG_2014	GALACTARDEG-PWY	4	136	156
ZellerG_2014	GLUCARGALACTSUPER-PWY	4	136	156
ZellerG_2014	GLUCARDEG-PWY	4	133	156
ZellerG_2014	PWY-6565	8	14	156
ZellerG_2014	PWY-5747	6	89	156
ZellerG_2014	PWY-6562	6	43	156
ZellerG_2014	PWY-6318	9	67	156
ZellerG_2014	KETOGLUCONMET-PWY	8	105	156
ZellerG_2014	PWY-5367	6	136	156
ZellerG_2014	PWY-5005	8	139	156
ZellerG_2014	PWY-6113	268	135	156
ZellerG_2014	PWY-5971	31	135	156
ZellerG_2014	PWY-6284	20	135	156
ZellerG_2014	PWY-5101	8	79	156
ZellerG_2014	PWY-3781	4	101	156
ZellerG_2014	PWY-6143	6	89	156
ZellerG_2014	PYRIDNUCSAL-PWY	7	140	156
ZellerG_2014	PWY-6285	53	90	156
ZellerG_2014	PWY-7209	5	95	156
ZellerG_2014	PWY-5464	24	130	156
ZellerG_2014	PWY-5918	10	129	156
ZellerG_2014	ALLANTOINDEG-PWY	7	76	156
ZellerG_2014	PWY-5189	4	136	156
ZellerG_2014	PROPFERM-PWY	10	74	156
ZellerG_2014	P125-PWY	5	114	156
ZellerG_2014	CRNFORCAT-PWY	4	39	156
ZellerG_2014	P621-PWY	7	98	156
ZellerG_2014	PWY-5910	10	84	156
ZellerG_2014	PWY-6478	4	80	156
ZellerG_2014	PWY-5675	4	103	156
ZellerG_2014	PWY-922	7	84	156
ZellerG_2014	PWY66-389	4	117	156
ZellerG_2014	P122-PWY	18	97	156
ZellerG_2014	PWY0-1338	6	71	156
ZellerG_2014	PWY-5920	8	93	156
ZellerG_2014	PWY-6837	5	78	156
ZellerG_2014	P163-PWY	10	41	156
ZellerG_2014	P221-PWY	5	87	156
ZellerG_2014	PWY1G-0	6	30	156
ZellerG_2014	PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	4	46	156
ZellerG_2014	PWY66-388	7	34	156
ZellerG_2014	PWY-4702	14	87	156
ZellerG_2014	PWY-5265	17	94	156
ZellerG_2014	PWY-7312	4	70	156
ZellerG_2014	PWY-7279	4	57	156
ZellerG_2014	PWY-6629	14	98	156
ZellerG_2014	PWY-5723	10	110	156
ZellerG_2014	PWY-6630	10	105	156
ZellerG_2014	PWY-821	11	129	156
ZellerG_2014	ENTBACSYN-PWY	11	75	156
ZellerG_2014	PWY-5850	10	95	156
ZellerG_2014	PWY-5896	10	95	156
ZellerG_2014	ORNDEG-PWY	9	76	156
ZellerG_2014	PWY-5860	9	95	156
ZellerG_2014	PWY-6803	4	105	156
ZellerG_2014	PWY-7204	9	86	156
ZellerG_2014	PWY-5656	4	85	156
ZellerG_2014	PWY-7385	9	83	156
ZellerG_2014	PWY-7094	6	71	156
ZellerG_2014	AST-PWY	5	73	156
ZellerG_2014	PWY0-42	5	78	156
ZellerG_2014	PWY-6823	6	73	156
ZellerG_2014	PWY-7446	5	65	156
ZellerG_2014	PWY0-881	17	63	156
ZellerG_2014	ALL-CHORISMATE-PWY	50	4	156
ZellerG_2014	PWY-5692	4	63	156
ZellerG_2014	URDEGR-PWY	4	63	156
ZellerG_2014	PWY-5705	4	73	156
ZellerG_2014	KDO-NAGLIPASYN-PWY	17	78	156
ZellerG_2014	GLYCOL-GLYOXDEG-PWY	4	89	156
ZellerG_2014	P23-PWY	13	106	156
ZellerG_2014	AEROBACTINSYN-PWY	4	31	156
ZellerG_2014	PWY0-1533	4	61	156
ZellerG_2014	ARGDEG-PWY	11	81	156
ZellerG_2014	ORNARGDEG-PWY	11	81	156
ZellerG_2014	UBISYN-PWY	13	78	156
ZellerG_2014	PWY-5855	8	81	156
ZellerG_2014	PWY-5856	8	81	156
ZellerG_2014	PWY-5857	8	81	156
ZellerG_2014	PWY-6708	8	81	156
ZellerG_2014	PWY0-41	8	69	156
ZellerG_2014	PWY-5677	7	56	156
ZellerG_2014	PWY-7200	9	33	156
ZellerG_2014	PWY-6263	11	96	156
ZellerG_2014	LPSSYN-PWY	26	62	156
ZellerG_2014	PWY-7371	5	73	156
ZellerG_2014	PWY-7391	8	41	156
ZellerG_2014	ECASYN-PWY	10	84	156
ZellerG_2014	PWY-4722	5	43	156
ZellerG_2014	PWY-7039	5	27	156
ZellerG_2014	URSIN-PWY	7	10	156
ZellerG_2014	PWY-6396	9	26	156
ZellerG_2014	PWY66-367	5	53	156
ZellerG_2014	PWY-7235	11	6	156
ZellerG_2014	LIPASYN-PWY	5	14	156
ZellerG_2014	PWY-6876	5	60	156
ZellerG_2014	DENITRIFICATION-PWY	5	15	156
ZellerG_2014	PWY1F-823	4	7	156
ZellerG_2014	PWY-6167	10	56	156
ZellerG_2014	METHANOGENESIS-PWY	6	64	156
ZellerG_2014	PWY-7286	4	58	156
ZellerG_2014	PWY-6165	12	50	156
ZellerG_2014	PWY-6349	6	57	156
ZellerG_2014	PWY-5198	6	63	156
ZellerG_2014	PWY-6174	7	36	156
ZellerG_2014	PWY-5180	7	33	156
ZellerG_2014	PWY-5182	10	37	156
ZellerG_2014	THREOCAT-PWY	19	47	156
ZellerG_2014	PWY0-1277	9	59	156
ZellerG_2014	PWY-5415	5	34	156
ZellerG_2014	HCAMHPDEG-PWY	5	64	156
ZellerG_2014	PWY-6690	5	64	156
ZellerG_2014	P562-PWY	7	38	156
ZellerG_2014	PWY-7269	5	59	156
ZellerG_2014	3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	8	33	156
ZellerG_2014	CODH-PWY	10	21	156
ZellerG_2014	PWY-4321	5	31	156
ZellerG_2014	PWY-6435	5	38	156
ZellerG_2014	PWY-7294	7	21	156
ZellerG_2014	PWY-6467	5	5	156
ZellerG_2014	PWY-6071	12	24	156
ZellerG_2014	PWY0-321	10	24	156
ZellerG_2014	PWY-5088	11	54	156
ZellerG_2014	PWY-3801	19	18	156
ZellerG_2014	PWY-7345	15	18	156
ZellerG_2014	PWY-5392	13	65	156
ZellerG_2014	PWY-5156	44	1	156
ZellerG_2014	PWY-7031	6	23	156
ZellerG_2014	PWY-6953	5	53	156
ZellerG_2014	PWY-101	4	28	156
ZellerG_2014	PWY-5028	5	6	156
ZellerG_2014	PWY-7389	17	27	156
ZellerG_2014	PWY-7384	10	27	156
ZellerG_2014	PWY-6215	4	10	156
ZellerG_2014	PWY-7245	8	5	156
ZellerG_2014	PWY-7268	5	5	156
ZellerG_2014	PWY-6748	5	2	156
ZellerG_2014	PWY-5417	6	12	156
ZellerG_2014	PWY-5431	6	12	156
ZellerG_2014	CATECHOL-ORTHO-CLEAVAGE-PWY	4	17	156
ZellerG_2014	PWY-7090	5	3	156
ZellerG_2014	VALDEG-PWY	8	4	156
ZellerG_2014	PWY-6185	7	14	156
ZellerG_2014	PWY-6662	11	1	156
ZellerG_2014	PWY-5181	12	9	156
ZellerG_2014	P165-PWY	18	2	156
ZellerG_2014	TYRFUMCAT-PWY	5	1	156
ZellerG_2014	PWY-6182	7	8	156
ZellerG_2014	PWY3DJ-35471	10	39	156
ZellerG_2014	PWY-7218	26	6	156
ZellerG_2014	PHOTOALL-PWY	17	6	156
ZellerG_2014	PWY-7374	6	4	156
ZellerG_2014	PWY-5055	9	1	156
ZellerG_2014	P261-PWY	7	7	156
ZellerG_2014	PWY-7165	7	11	156
ZellerG_2014	PWY-1361	7	4	156
ZellerG_2014	PWY-6107	7	1	156
ZellerG_2014	DHGLUCONATE-PYR-CAT-PWY	5	9	156
ZellerG_2014	PWY-181	9	4	156
ZellerG_2014	PWY3O-19	8	2	156
ZellerG_2014	PWY-6344	6	2	156
ZellerG_2014	PWY-7118	4	5	156
ZellerG_2014	PWY-5178	10	2	156
ZellerG_2014	PWY-5654	4	4	156
ZellerG_2014	PWY-6210	4	6	156
ZellerG_2014	PWY-5531	10	3	156
ZellerG_2014	PWY-7159	10	3	156
ZellerG_2014	PWY-7413	4	5	156
ZellerG_2014	PWY-5532	10	4	156
ZellerG_2014	LYSINE-DEG1-PWY	5	1	156
ZellerG_2014	PWY-6148	14	4	156
ZellerG_2014	PWY-1622	13	2	156
ZellerG_2014	P101-PWY	5	1	156
ZellerG_2014	PWY-7399	5	16	156
ZellerG_2014	PWY-7317	8	3	156
ZellerG_2014	PWY-6138	5	9	156
ZellerG_2014	PWY-2221	9	2	156
ZellerG_2014	PWY-5534	7	2	156
ZellerG_2014	PWY-6797	7	2	156
ZellerG_2014	PWY-6281	4	1	156
ZellerG_2014	PWY-6654	4	1	156
ZellerG_2014	PWY-6992	5	4	156
ZellerG_2014	PWY-6145	12	4	156
ZellerG_2014	PWY-7527	12	1	156
ZellerG_2014	PWY-4361	8	2	156
ZellerG_2014	PWY-1541	6	1	156
ZellerG_2014	PWY-5724	9	1	156
ZellerG_2014	PWY-2201	10	1	156
ZellerG_2014	PWY-5870	9	3	156
ZellerG_2014	PWY-5871	8	4	156
ZellerG_2014	PWY-5873	8	4	156
ZellerG_2014	PWY-5080	4	1	156
ZellerG_2014	PWY-6598	5	1	156
ZellerG_2014	PWY-7619	5	1	156
ZellerG_2014	PWY-6350	10	2	156
